Frequency,REF_AREA,Reference area,CURRENCY,Currency,TITLE,Series,Monthly_per_year,Exchange_price_rate
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2012-07,1.014051
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2012-07,0.977518
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2012-07,491.9345
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2012-07,6.371012
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2012-07,1783.820323
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2012-07,20.710793
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2012-07,0.813875
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2012-07,6.053917
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2012-07,0.813875
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2012-07,0.813875
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2012-07,0.813875
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2012-07,0.813875
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2012-07,0.641486
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2012-07,0.813875
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2012-07,7.755866
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2012-07,0.810216
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2012-07,233.004654
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2012-07,9444.352679
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2012-07,0.813875
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2012-07,3.991321
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2012-07,55.426469
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2012-07,125.868182
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2012-07,0.813875
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2012-07,78.985946
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2012-07,1142.666521
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2012-07,0.813875
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2012-07,0.813875
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2012-07,0.806283
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2012-07,50.057727
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2012-07,13.367738
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2012-07,3.166807
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2012-07,0.813875
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2012-07,6.069484
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2012-07,2.6352857142857
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2012-07,41.87161
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2012-07,3.404915
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2012-07,0.813875
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2012-07,3.707556
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2012-07,94.665740909091
Monthly,RU,Russia,RUB,Russian rouble, Exchange rates against USD Russia - Russian rouble - Monthly - Average of observations through period,M:RU:RUB:A,2012-07,32.508204
Monthly,SA,Saudi Arabia,SAR,Saudi riyal, Exchange rates against USD Saudi Arabia - Saudi riyal - Monthly - Average of observations through period,M:SA:SAR:A,2012-07,3.750236
Monthly,SE,Sweden,SEK,Swedish krona, Exchange rates against USD Sweden - Swedish krona - Monthly - Average of observations through period,M:SE:SEK:A,2012-07,6.953937
Monthly,SG,Singapore,SGD,Singapore dollar, Exchange rates against USD Singapore - Singapore dollar - Monthly - Average of observations through period,M:SG:SGD:A,2012-07,1.260853
Monthly,SI,Slovenia,EUR,Euro, Exchange rates against USD Slovenia - Euro - Monthly - Average of observations through period,M:SI:EUR:A,2012-07,0.813875
Monthly,SK,Slovakia,EUR,Euro, Exchange rates against USD Slovakia - Euro - Monthly - Average of observations through period,M:SK:EUR:A,2012-07,0.813875
Monthly,TH,Thailand,THB,Baht, Exchange rates against USD Thailand - Baht - Monthly - Average of observations through period,M:TH:THB:A,2012-07,31.634313
Monthly,TR,Turkey,TRY,Turkish lira, Exchange rates against USD Turkey - Turkish lira - Monthly - Average of observations through period,M:TR:TRY:A,2012-07,1.8132484970277
Monthly,US,United States,USD,US dollar, Exchange rates against USD United States - US dollar - Monthly - Average of observations through period,M:US:USD:A,2012-07,1.0
Monthly,XM,Euro area,EUR,Euro, Exchange rates against USD Euro area - Euro - Monthly - Average of observations through period,M:XM:EUR:A,2012-07,0.813875
Monthly,ZA,South Africa,ZAR,South African Rand, Exchange rates against USD South Africa - South African Rand - Monthly - Average of observations through period,M:ZA:ZAR:A,2012-07,8.250818
Monthly,AE,United Arab Emirates,AED,UAE dirham, Exchange rates against USD United Arab Emirates - UAE dirham - Monthly - Average of observations through period,M:AE:AED:A,2012-08,3.6725
Monthly,AR,Argentina,ARS,Argentine peso, Exchange rates against USD Argentina - Argentine peso - Monthly - Average of observations through period,M:AR:ARS:A,2012-08,4.6044585490647
Monthly,AT,Austria,EUR,Euro, Exchange rates against USD Austria - Euro - Monthly - Average of observations through period,M:AT:EUR:A,2012-08,0.806519
Monthly,AU,Australia,AUD,Australian dollar, Exchange rates against USD Australia - Australian dollar - Monthly - Average of observations through period,M:AU:AUD:A,2012-08,0.954912
Monthly,BA,Bosnia and Herzegovina,BAM,Bosnian convertible mark, Exchange rates against USD Bosnia and Herzegovina - Bosnian convertible mark - Monthly - Average of observations through period,M:BA:BAM:A,2012-08,1.580794
Monthly,BE,Belgium,EUR,Euro, Exchange rates against USD Belgium - Euro - Monthly - Average of observations through period,M:BE:EUR:A,2012-08,0.806519
Monthly,BG,Bulgaria,BGN,Lev, Exchange rates against USD Bulgaria - Lev - Monthly - Average of observations through period,M:BG:BGN:A,2012-08,1.57739
Monthly,BR,Brazil,BRL,Brazilian real, Exchange rates against USD Brazil - Brazilian real - Monthly - Average of observations through period,M:BR:BRL:A,2012-08,2.029780538066
Monthly,CA,Canada,CAD,Canadian dollar, Exchange rates against USD Canada - Canadian dollar - Monthly - Average of observations through period,M:CA:CAD:A,2012-08,0.993164
Monthly,CH,Switzerland,CHF,Swiss franc, Exchange rates against USD Switzerland - Swiss franc - Monthly - Average of observations through period,M:CH:CHF:A,2012-08,0.968721
Monthly,CL,Chile,CLP,Chilean peso, Exchange rates against USD Chile - Chilean peso - Monthly - Average of observations through period,M:CL:CLP:A,2012-08,480.994091
Monthly,CN,China,CNY,Renminbi, Exchange rates against USD China - Renminbi - Monthly - Average of observations through period,M:CN:CNY:A,2012-08,6.360052
Monthly,CO,Colombia,COP,Colombian peso, Exchange rates against USD Colombia - Colombian peso - Monthly - Average of observations through period,M:CO:COP:A,2012-08,1805.523226
Monthly,CZ,Czechia,CZK,Czech koruna, Exchange rates against USD Czechia - Czech koruna - Monthly - Average of observations through period,M:CZ:CZK:A,2012-08,20.180334
Monthly,DE,Germany,EUR,Euro, Exchange rates against USD Germany - Euro - Monthly - Average of observations through period,M:DE:EUR:A,2012-08,0.806519
Monthly,DK,Denmark,DKK,Danish krone, Exchange rates against USD Denmark - Danish krone - Monthly - Average of observations through period,M:DK:DKK:A,2012-08,6.00487
Monthly,EE,Estonia,EUR,Euro, Exchange rates against USD Estonia - Euro - Monthly - Average of observations through period,M:EE:EUR:A,2012-08,0.806519
Monthly,ES,Spain,EUR,Euro, Exchange rates against USD Spain - Euro - Monthly - Average of observations through period,M:ES:EUR:A,2012-08,0.806519
Monthly,FI,Finland,EUR,Euro, Exchange rates against USD Finland - Euro - Monthly - Average of observations through period,M:FI:EUR:A,2012-08,0.806519
Monthly,FR,France,EUR,Euro, Exchange rates against USD France - Euro - Monthly - Average of observations through period,M:FR:EUR:A,2012-08,0.806519
Monthly,GB,United Kingdom,GBP,Pound (sterling), Exchange rates against USD United Kingdom - Pound (sterling) - Monthly - Average of observations through period,M:GB:GBP:A,2012-08,0.636191
Monthly,GR,Greece,EUR,Euro, Exchange rates against USD Greece - Euro - Monthly - Average of observations through period,M:GR:EUR:A,2012-08,0.806519
Monthly,HK,Hong Kong SAR,HKD,Hong Kong dollar, Exchange rates against USD Hong Kong SAR - Hong Kong dollar - Monthly - Average of observations through period,M:HK:HKD:A,2012-08,7.756215
Monthly,HR,Croatia,EUR,Euro, Exchange rates against USD Croatia - Euro - Monthly - Average of observations through period,M:HR:EUR:A,2012-08,0.801254
Monthly,HU,Hungary,HUF,Forint, Exchange rates against USD Hungary - Forint - Monthly - Average of observations through period,M:HU:HUF:A,2012-08,224.959326
Monthly,ID,Indonesia,IDR,Rupiah, Exchange rates against USD Indonesia - Rupiah - Monthly - Average of observations through period,M:ID:IDR:A,2012-08,9497.874676
Monthly,IE,Ireland,EUR,Euro, Exchange rates against USD Ireland - Euro - Monthly - Average of observations through period,M:IE:EUR:A,2012-08,0.806519
Monthly,IL,Israel,ILS,New shekel, Exchange rates against USD Israel - New shekel - Monthly - Average of observations through period,M:IL:ILS:A,2012-08,4.01444
Monthly,IN,India,INR,Indian rupee, Exchange rates against USD India - Indian rupee - Monthly - Average of observations through period,M:IN:INR:A,2012-08,55.535195
Monthly,IS,Iceland,ISK,Icelandic krona, Exchange rates against USD Iceland - Icelandic krona - Monthly - Average of observations through period,M:IS:ISK:A,2012-08,120.181818
Monthly,IT,Italy,EUR,Euro, Exchange rates against USD Italy - Euro - Monthly - Average of observations through period,M:IT:EUR:A,2012-08,0.806519
Monthly,JP,Japan,JPY,Yen, Exchange rates against USD Japan - Yen - Monthly - Average of observations through period,M:JP:JPY:A,2012-08,78.692963
Monthly,KR,Korea,KRW,Won, Exchange rates against USD Korea - Won - Monthly - Average of observations through period,M:KR:KRW:A,2012-08,1132.192889
Monthly,LT,Lithuania,EUR,Euro, Exchange rates against USD Lithuania - Euro - Monthly - Average of observations through period,M:LT:EUR:A,2012-08,0.806519
Monthly,LU,Luxembourg,EUR,Euro, Exchange rates against USD Luxembourg - Euro - Monthly - Average of observations through period,M:LU:EUR:A,2012-08,0.806519
Monthly,LV,Latvia,EUR,Euro, Exchange rates against USD Latvia - Euro - Monthly - Average of observations through period,M:LV:EUR:A,2012-08,0.799051
Monthly,MK,North Macedonia,MKD,Denar, Exchange rates against USD North Macedonia - Denar - Monthly - Average of observations through period,M:MK:MKD:A,2012-08,49.6665
Monthly,MX,Mexico,MXN,Mexican peso, Exchange rates against USD Mexico - Mexican peso - Monthly - Average of observations through period,M:MX:MXN:A,2012-08,13.193465
Monthly,MY,Malaysia,MYR,Malaysian ringgit, Exchange rates against USD Malaysia - Malaysian ringgit - Monthly - Average of observations through period,M:MY:MYR:A,2012-08,3.116427
Monthly,NL,Netherlands,EUR,Euro, Exchange rates against USD Netherlands - Euro - Monthly - Average of observations through period,M:NL:EUR:A,2012-08,0.806519
Monthly,NO,Norway,NOK,Norwegian krone, Exchange rates against USD Norway - Norwegian krone - Monthly - Average of observations through period,M:NO:NOK:A,2012-08,5.906925
Monthly,PE,Peru,PEN,Sol, Exchange rates against USD Peru - Sol - Monthly - Average of observations through period,M:PE:PEN:A,2012-08,2.6163333333333
Monthly,PH,Philippines,PHP,Philippine peso, Exchange rates against USD Philippines - Philippine peso - Monthly - Average of observations through period,M:PH:PHP:A,2012-08,42.074267
Monthly,PL,Poland,PLN,Zloty, Exchange rates against USD Poland - Zloty - Monthly - Average of observations through period,M:PL:PLN:A,2012-08,3.301246
Monthly,PT,Portugal,EUR,Euro, Exchange rates against USD Portugal - Euro - Monthly - Average of observations through period,M:PT:EUR:A,2012-08,0.806519
Monthly,RO,Romania,RON,Romanian leu, Exchange rates against USD Romania - Romanian leu - Monthly - Average of observations through period,M:RO:RON:A,2012-08,3.643732
Monthly,RS,Serbia,RSD,Serbian Dinar, Exchange rates against USD Serbia - Serbian Dinar - Monthly - Average of observations through period,M:RS:RSD:A,2012-08,95.12692173913
